division_number,nces_school_num,school_num,school_name,low_grades,high_grades,school_description,grade_standard,city,zip,fall_membership_schools,sch_id,region_name,region_number,division_name
043,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0439998,Central Virginia,1,Henrico County
043,510189002440,0100,Hungary Creek Middle,06,08,Public school - Regular,Middle,Glen Allen,23060,Membership,0430100,Central Virginia,1,Henrico County
043,510189002844,0770,ISEAP Program,NA,NA,Public center - Alternative,NA,Highland Springs,23075,Non-Membership,0430770,Central Virginia,1,Henrico County
043,510189000812,0620,Jackson Davis Elementary,PK,05,Public school - Regular,Elementary,Richmond,23229,Membership,0430620,Central Virginia,1,Henrico County
043,510189000813,0660,Jacob L. Adams Elementary,PK,05,Public school - Regular,Elementary,Richmond,23223,Membership,0430660,Central Virginia,1,Henrico County
043,510189000811,0600,John Randolph Tucker High,09,12,Public school - Regular,High,Richmond,23294,Membership,0430600,Central Virginia,1,Henrico County
043,510189001850,0130,John Rolfe Middle,06,08,Public school - Regular,Middle,Richmond,23231,Membership,0430130,Central Virginia,1,Henrico County
043,510189001622,0250,L. Douglas Wilder Middle,06,08,Public school - Regular,Middle,Richmond,23227,Membership,0430250,Central Virginia,1,Henrico County
043,510189000814,0430,Laburnum Elementary,PK,05,Public school - Regular,Elementary,Richmond,23222,Membership,0430430,Central Virginia,1,Henrico County
043,510189000815,0370,Lakeside Elementary,PK,05,Public school - Regular,Elementary,Richmond,23228,Membership,0430370,Central Virginia,1,Henrico County
043,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Barhamsville,23011,Membership,0439997,Central Virginia,1,Henrico County
043,510189000816,0050,Longdale Elementary,PK,05,Public school - Regular,Elementary,Glen Allen,23060,Membership,0430050,Central Virginia,1,Henrico County
043,510189000830,0490,Maude Trevvett Elementary,PK,05,Public school - Regular,Elementary,Richmond,23228,Membership,0430490,Central Virginia,1,Henrico County
043,510189000817,0540,Maybeury Elementary,PK,05,Public school - Regular,Elementary,Richmond,23229,Membership,0430540,Central Virginia,1,Henrico County
043,510189001851,0140,Mills E. Godwin High,09,12,Public school - Regular,High,Richmond,23238,Membership,0430140,Central Virginia,1,Henrico County
043,510189000818,0210,Montrose Elementary,PK,05,Public school - Regular,Elementary,Richmond,23231,Membership,0430210,Central Virginia,1,Henrico County
043,510189001624,0270,Nuckols Farm Elementary,PK,05,Public school - Regular,Elementary,Richmond,23233,Membership,0430270,Central Virginia,1,Henrico County
043,510189000819,0440,Pemberton Elementary,PK,05,Public school - Regular,Elementary,Richmond,23233,Membership,0430440,Central Virginia,1,Henrico County
043,510189000820,0570,Pinchbeck Elementary,PK,05,Public school - Regular,Elementary,Richmond,23233,Membership,0430570,Central Virginia,1,Henrico County
043,510189001911,0280,Pocahontas Middle,06,08,Public school - Regular,Middle,Richmond,23233,Membership,0430280,Central Virginia,1,Henrico County
043,510189002842,0180,Program for Academic and Career Enhancement (PACE),NA,NA,Public center - Alternative,NA,Glen Allen,23060,Non-Membership,0430180,Central Virginia,1,Henrico County
043,510189000803,0690,Quioccasin Middle,06,08,Public school - Regular,Middle,Richmond,23233,Membership,0430690,Central Virginia,1,Henrico County
043,510189000821,0630,R.C. Longan Elementary,PK,05,Public school - Regular,Elementary,Richmond,23294,Membership,0430630,Central Virginia,1,Henrico County
043,510189000823,0090,Ridge Elementary,PK,05,Public school - Regular,Elementary,Richmond,23229,Membership,0430090,Central Virginia,1,Henrico County
043,510189002410,0240,Rivers Edge Elementary,PK,05,Public school - Regular,Elementary,Glen Allen,23059,Membership,0430240,Central Virginia,1,Henrico County
043,510189000824,0650,Ruby F. Carver Elementary,PK,05,Public school - Regular,Elementary,Richmond,23233,Membership,0430650,Central Virginia,1,Henrico County
043,510189000825,0220,Sandston Elementary,PK,05,Public school - Regular,Elementary,Sandston,23150,Membership,0430220,Central Virginia,1,Henrico County
043,510189000826,0550,Seven Pines Elementary,PK,05,Public school - Regular,Elementary,Sandston,23150,Membership,0430550,Central Virginia,1,Henrico County
043,510189000133,0710,Shady Grove Elementary,PK,05,Public school - Regular,Elementary,Glen Allen,23059,Membership,0430710,Central Virginia,1,Henrico County
043,510189000827,0060,Short Pump Elementary,PK,05,Public school - Regular,Elementary,Richmond,23233,Membership,0430060,Central Virginia,1,Henrico County
043,510189000123,0080,Short Pump Middle,06,08,Public school - Regular,Middle,Glen Allen,23060,Membership,0430080,Central Virginia,1,Henrico County
043,510189000828,0480,Skipwith Elementary,PK,05,Public school - Regular,Elementary,Richmond,23294,Membership,0430480,Central Virginia,1,Henrico County
043,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0438888,Central Virginia,1,Henrico County
043,510189001384,0230,Springfield Park Elementary,PK,05,Public school - Regular,Elementary,Glen Allen,23060,Membership,0430230,Central Virginia,1,Henrico County
043,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0439992,Central Virginia,1,Henrico County
043,510189000829,0010,Three Chopt Elementary,PK,05,Public school - Regular,Elementary,Richmond,23229,Membership,0430010,Central Virginia,1,Henrico County
043,510189000831,0360,Tuckahoe Elementary,PK,05,Public school - Regular,Elementary,Richmond,23229,Membership,0430360,Central Virginia,1,Henrico County
043,510189000832,0520,Tuckahoe Middle,06,08,Public school - Regular,Middle,Richmond,23229,Membership,0430520,Central Virginia,1,Henrico County
043,510189002536,0310,Twin Hickory Elementary,PK,05,Public school - Regular,Elementary,Glen Allen,23059,Membership,0430310,Central Virginia,1,Henrico County
043,510189000834,0290,Varina Elementary,03,05,Public school - Regular,Elementary,Richmond,23231,Membership,0430290,Central Virginia,1,Henrico County
043,510189000835,0580,Varina High,09,12,Public school - Regular,High,Richmond,23231,Membership,0430580,Central Virginia,1,Henrico County
043,510189002442,0810,Virginia Randolph Education Center,NA,NA,Public center - Special Education,NA,Glen Allen,23060,Non-Membership,0430810,Central Virginia,1,Henrico County
044,510192002839,0361,Axton Elementary,PK,05,Public school - Regular,Elementary,Axton,24054,Membership,0440361,Western Virginia,6,Henry County
044,510192000837,0010,Bassett High,09,12,Public school - Regular,High,Bassett,24055,Membership,0440010,Western Virginia,6,Henry County
044,510192000838,0590,Campbell Court Elementary,PK,05,Public school - Regular,Elementary,Bassett,24055,Membership,0440590,Western Virginia,6,Henry County
044,NA,0820,Career Academy,NA,NA,Public center - Career and Technical Ed.,NA,Martinsville,24112,Non-Membership,0440820,Western Virginia,6,Henry County
044,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0449990,Western Virginia,6,Henry County
044,510192000855,0530,Drewry Mason Elementary,PK,05,Public school - Regular,Elementary,Ridgeway,24148,Membership,0440530,Western Virginia,6,Henry County
044,510192000847,0620,Fieldale-Collinsville Middle,06,08,Public school - Regular,Middle,Collinsville,24078,Membership,0440620,Western Virginia,6,Henry County
044,510192000859,0480,G.W. Carver Elementary,PK,05,Public school - Regular,Elementary,Martinsville,24112,Membership,0440480,Western Virginia,6,Henry County
044,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0449991,Western Virginia,6,Henry County
044,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0449999,Western Virginia,6,Henry County
044,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0449998,Western Virginia,6,Henry County
044,510192000840,0670,Laurel Park Middle,06,08,Public school - Regular,Middle,Martinsville,24112,Membership,0440670,Western Virginia,6,Henry County
044,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Collinsville,24078,Membership,0449997,Western Virginia,6,Henry County
044,510192002125,0020,Magna Vista High,09,12,Public school - Regular,High,Ridgeway,24148,Membership,0440020,Western Virginia,6,Henry County
044,510192000848,0661,Meadow View Elementary,PK,05,Public school - Regular,Elementary,Martinsville,24112,Membership,0440661,Western Virginia,6,Henry County
044,510192002443,0872,Mount Olivet Elementary,PK,05,Public school - Regular,Elementary,Martinsville,24112,Membership,0440872,Western Virginia,6,Henry County
044,510192000853,0740,Rich Acres Elementary,PK,05,Public school - Regular,Elementary,Martinsville,24112,Membership,0440740,Western Virginia,6,Henry County
044,510192000857,0220,Sanville Elementary,PK,05,Public school - Regular,Elementary,Bassett,24055,Membership,0440220,Western Virginia,6,Henry County
044,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0448888,Western Virginia,6,Henry County
044,510192000860,0760,Stanleytown Elementary,PK,05,Public school - Regular,Elementary,Stanleytown,24168,Membership,0440760,Western Virginia,6,Henry County
044,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0449992,Western Virginia,6,Henry County
044,NA,0840,The Center for Community Learning,NA,NA,Public center - Alternative,NA,Collinsville,24078,Non-Membership,0440840,Western Virginia,6,Henry County
045,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0459990,Valley,5,Highland County
045,510195000861,0110,Highland Elementary,PK,05,Public school - Regular,Elementary,Monterey,24465,Membership,0450110,Valley,5,Highland County
045,510195000862,0220,Highland High,06,12,Public school - Regular,High,Monterey,24465,Membership,0450220,Valley,5,Highland County
045,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0459991,Valley,5,Highland County
045,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0459999,Valley,5,Highland County
045,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0459998,Valley,5,Highland County
045,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0458888,Valley,5,Highland County
045,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0459992,Valley,5,Highland County
114,510198000865,0110,Carter G. Woodson Middle,06,08,Public school - Regular,Middle,Hopewell,23860,Membership,1140110,Central Virginia,1,Hopewell City
114,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1149990,Central Virginia,1,Hopewell City
114,510198000866,0040,Dupont Elementary,KG,05,Public school - Regular,Elementary,Hopewell,23860,Membership,1140040,Central Virginia,1,Hopewell City
114,510198000357,0140,Harry E. James Elementary,KG,05,Public school - Regular,Elementary,Hopewell,23860,Membership,1140140,Central Virginia,1,Hopewell City
114,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1149991,Central Virginia,1,Hopewell City
114,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1149999,Central Virginia,1,Hopewell City
114,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1149998,Central Virginia,1,Hopewell City
114,510198000867,0120,Hopewell High,09,12,Public school - Regular,High,Hopewell,23860,Membership,1140120,Central Virginia,1,Hopewell City
114,510198002421,0153,New HOPE Academy,NA,NA,Public center - Alternative,NA,Hopewell,23860,Non-Membership,1140153,Central Virginia,1,Hopewell City
114,510198000870,0070,Patrick Copeland Elementary,KG,05,Public school - Regular,Elementary,Hopewell,23860,Membership,1140070,Central Virginia,1,Hopewell City
114,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,1148888,Central Virginia,1,Hopewell City
114,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1149992,Central Virginia,1,Hopewell City
114,510198002279,0151,Woodlawn Pre-School Learning Center,PK,PK,Public school - Preschool,Prekindergarten,Hopewell,23860,Membership,1140151,Central Virginia,1,Hopewell City
046,510201000547,0421,Carrollton Elementary,PK,03,Public school - Regular,Elementary,Carrollton,23314,Membership,0460421,Tidewater,2,Isle of Wight County
046,510201000872,0280,Carrsville Elementary,PK,05,Public school - Regular,Elementary,Carrsville,23315,Membership,0460280,Tidewater,2,Isle of Wight County
046,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0469990,Tidewater,2,Isle of Wight County
046,510201000906,0422,Georgie D. Tyler Middle,06,08,Public school - Regular,Middle,Windsor,23487,Membership,0460422,Tidewater,2,Isle of Wight County
046,510201000873,0320,Hardy Elementary,PK,04,Public school - Regular,Elementary,Smithfield,23430,Membership,0460320,Tidewater,2,Isle of Wight County
046,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0469991,Tidewater,2,Isle of Wight County
046,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0469999,Tidewater,2,Isle of Wight County
046,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0469998,Tidewater,2,Isle of Wight County
046,510201000875,0040,Smithfield High,09,12,Public school - Regular,High,Smithfield,23430,Membership,0460040,Tidewater,2,Isle of Wight County
046,510201000874,0050,Smithfield Middle,07,08,Public school - Regular,Middle,Smithfield,23430,Membership,0460050,Tidewater,2,Isle of Wight County
046,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0468888,Tidewater,2,Isle of Wight County
046,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0469992,Tidewater,2,Isle of Wight County
046,510201002444,0424,Westside Elementary,04,06,Public school - Regular,Middle,Smithfield,23430,Membership,0460424,Tidewater,2,Isle of Wight County
046,510201000876,0240,Windsor Elementary,PK,05,Public school - Regular,Elementary,Windsor,23487,Membership,0460240,Tidewater,2,Isle of Wight County
046,510201000877,0250,Windsor High,09,12,Public school - Regular,High,Windsor,23487,Membership,0460250,Tidewater,2,Isle of Wight County
048,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0489990,Northern Neck,3,King George County
048,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0489991,Northern Neck,3,King George County
048,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0489999,Northern Neck,3,King George County
048,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0489998,Northern Neck,3,King George County
048,510210000881,0100,King George Elementary,PK,05,Public school - Regular,Elementary,King George,22485,Membership,0480100,Northern Neck,3,King George County
048,510210000882,0120,King George High,09,12,Public school - Regular,High,King George,22485,Membership,0480120,Northern Neck,3,King George County
048,510210000883,0010,King George Middle,06,08,Public school - Regular,Middle,King George,22485,Membership,0480010,Northern Neck,3,King George County
048,510210000884,0050,Potomac Elementary,KG,05,Public school - Regular,Elementary,Dahlgren,22448,Membership,0480050,Northern Neck,3,King George County
048,510210002445,0221,Sealston Elementary,KG,05,Public school - Regular,Elementary,King George,22485,Membership,0480221,Northern Neck,3,King George County
048,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0488888,Northern Neck,3,King George County
048,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0489992,Northern Neck,3,King George County
050,510212002151,0180,Acquinton Elementary,03,05,Public school - Regular,Elementary,King William,23086,Membership,0500180,Northern Neck,3,King William County
050,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0509990,Northern Neck,3,King William County
050,510212002339,0190,Cool Spring Primary,PK,02,Public school - Regular,Elementary,King William,23086,Membership,0500190,Northern Neck,3,King William County
050,510212000885,0160,Hamilton Holmes Middle,06,08,Public school - Regular,Middle,King William,23086,Membership,0500160,Northern Neck,3,King William County
050,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0509991,Northern Neck,3,King William County
050,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0509999,Northern Neck,3,King William County
050,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,King William,23086,Non-Membership,0509998,Northern Neck,3,King William County
050,510212000886,0130,King William High,09,12,Public school - Regular,High,King William,23086,Membership,0500130,Northern Neck,3,King William County
050,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0508888,Northern Neck,3,King William County
050,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0509992,Northern Neck,3,King William County
049,510207000878,0280,Central High,07,12,Public school - Regular,High,King And Queen C H,23085,Membership,0490280,Northern Neck,3,King and Queen County
049,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0499990,Northern Neck,3,King and Queen County
049,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0499991,Northern Neck,3,King and Queen County
049,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0499999,Northern Neck,3,King and Queen County
049,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0499998,Northern Neck,3,King and Queen County
049,510207000879,0200,King & Queen Elementary,PK,06,Public school - Regular,Elementary,King and Queen Courthouse,23085,Membership,0490200,Northern Neck,3,King and Queen County
049,510207000880,0290,Lawson-Marriott Elementary,PK,06,Public school - Regular,Elementary,St Stephens Church,23148,Membership,0490290,Northern Neck,3,King and Queen County
049,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0498888,Northern Neck,3,King and Queen County
049,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0499992,Northern Neck,3,King and Queen County
051,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0519990,Northern Neck,3,Lancaster County
051,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0519991,Northern Neck,3,Lancaster County
051,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0519999,Northern Neck,3,Lancaster County
051,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0519998,Northern Neck,3,Lancaster County
051,NA,0410,Lancaster County Alternative School,NA,NA,Public center - Alternative,NA,Kilmarnock,22482,Non-Membership,0510410,Northern Neck,3,Lancaster County
051,510216003099,0310,Lancaster Early Childhood Education Center,PK,PK,Public school - Preschool,Prekindergarten,Kilmarnock,22482,Membership,0510310,Northern Neck,3,Lancaster County
051,510216000888,0110,Lancaster Elementary,KG,07,Public school - Regular,Elementary,Kilmarnock,22482,Membership,0510110,Northern Neck,3,Lancaster County
051,510216000887,0010,Lancaster High,08,12,Public school - Regular,High,Lancaster,22503,Membership,0510010,Northern Neck,3,Lancaster County
051,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Kilmarnock,22482,Membership,0519997,Northern Neck,3,Lancaster County
051,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0518888,Northern Neck,3,Lancaster County
051,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0519992,Northern Neck,3,Lancaster County
052,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0529990,Southwest,7,Lee County
052,510219000890,0160,Dryden Elementary,PK,05,Public school - Regular,Elementary,Dryden,24243,Membership,0520160,Southwest,7,Lee County
052,510219000891,0330,Elk Knob Elementary,PK,05,Public school - Regular,Elementary,Pennington Gap,24277,Membership,0520330,Southwest,7,Lee County
052,510219000892,0820,Elydale Middle,05,07,Public school - Regular,Middle,Ewing,24248,Membership,0520820,Southwest,7,Lee County
052,510219000894,0630,Flatwoods Elementary,PK,05,Public school - Regular,Elementary,Jonesville,24263,Membership,0520630,Southwest,7,Lee County
052,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0529991,Southwest,7,Lee County
052,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0529999,Southwest,7,Lee County
052,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0529998,Southwest,7,Lee County
052,510219000896,0470,Jonesville Middle,06,08,Public school - Regular,Middle,Jonesville,24263,Membership,0520470,Southwest,7,Lee County
052,NA,0332,Lee County Alternative Education Program,NA,NA,Public center - Alternative,NA,Jonesvville,24263,Non-Membership,0520332,Southwest,7,Lee County
052,NA,0331,Lee County Behavioral Program,NA,NA,Public center - Alternative,NA,Jonesville,24263,Non-Membership,0520331,Southwest,7,Lee County
052,510219000898,0370,Lee County Career & Tech. Center,NA,NA,Public center - Career and Technical Ed.,NA,Ben Hur,24218,Non-Membership,0520370,Southwest,7,Lee County
052,510219002152,0300,Lee High,09,12,Public school - Regular,High,Jonesville,24263,Membership,0520300,Southwest,7,Lee County
052,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Jonesville,24263,Membership,0529997,Southwest,7,Lee County
052,510219000900,0290,Pennington Middle,06,08,Public school - Regular,Middle,Pennington Gap,24277,Membership,0520290,Southwest,7,Lee County
052,510219000901,0670,Rose Hill Elementary,PK,04,Public school - Regular,Elementary,Rose Hill,24281,Membership,0520670,Southwest,7,Lee County
052,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0528888,Southwest,7,Lee County
052,510219000902,0200,St. Charles Elementary,PK,05,Public school - Regular,Elementary,St Charles,24282,Membership,0520200,Southwest,7,Lee County
052,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0529992,Southwest,7,Lee County
052,510219000904,0880,Thomas Walker High,08,12,Public school - Regular,High,Ewing,24248,Membership,0520880,Southwest,7,Lee County
137,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1379990,Valley,5,Lexington City
137,510222000905,1390,Harrington Waddell Elementary,KG,05,Public school - Regular,Elementary,Lexington,24450,Membership,1371390,Valley,5,Lexington City
137,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1379991,Valley,5,Lexington City
137,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1379999,Valley,5,Lexington City
137,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1379998,Valley,5,Lexington City
137,510222000907,1440,Lylburn Downing Middle,06,08,Public school - Regular,Middle,Lexington,24450,Membership,1371440,Valley,5,Lexington City
137,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,1378888,Valley,5,Lexington City
137,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1379992,Valley,5,Lexington City
053,NA,0103,ACCESS Academy,NA,NA,Public center - Lab,NA,Arlington,22201,Non-Membership,0530103,Northern Virginia,4,Loudoun County
053,510225003075,1090,Academies of Loudoun,NA,NA,Public center - Division Defined,NA,Leesburg,20175,Non-Membership,0531090,Northern Virginia,4,Loudoun County
053,510225000908,0510,Aldie Elementary,PK,05,Public school - Regular,Elementary,Aldie,20105,Membership,0530510,Northern Virginia,4,Loudoun County
053,510225002153,0150,Algonkian Elementary,PK,05,Public school - Regular,Elementary,Sterling,20165,Membership,0530150,Northern Virginia,4,Loudoun County
053,510225002762,0610,Arcola Elementary,PK,05,Public school - Regular,Elementary,Aldie,20105,Membership,0530610,Northern Virginia,4,Loudoun County
053,510225000134,0170,Ashburn Elementary,PK,05,Public school - Regular,Elementary,Ashburn,20147,Membership,0530170,Northern Virginia,4,Loudoun County
053,510225001143,0220,Ball's Bluff Elementary,PK,05,Public school - Regular,Elementary,Leesburg,20176,Membership,0530220,Northern Virginia,4,Loudoun County
053,510225000911,0650,Banneker Elementary,PK,05,Public school - Regular,Elementary,Middleburg,20117,Membership,0530650,Northern Virginia,4,Loudoun County
053,510225002414,0940,Belmont Ridge Middle,06,08,Public school - Regular,Middle,Leesburg,20176,Membership,0530940,Northern Virginia,4,Loudoun County
053,510225002449,0300,Belmont Station Elementary,PK,05,Public school - Regular,Elementary,Ashburn,20147,Membership,0530300,Northern Virginia,4,Loudoun County
053,510225000912,0790,Blue Ridge Middle,06,08,Public school - Regular,Middle,Purcellville,20132,Membership,0530790,Northern Virginia,4,Loudoun County
053,510225003036,1120,Brambleton Middle,08,08,Public school - Regular,Middle,Ashburn,20148,Membership,0531120,Northern Virginia,4,Loudoun County
053,510225002451,0420,Briar Woods High,09,12,Public school - Regular,High,Ashburn,20148,Membership,0530420,Northern Virginia,4,Loudoun County
053,510225000913,0740,Broad Run High,09,12,Public school - Regular,High,Ashburn,20147,Membership,0530740,Northern Virginia,4,Loudoun County
053,510225002832,0450,Buffalo Trail Elementary,PK,05,Public school - Regular,Elementary,Aldie,20105,Membership,0530450,Northern Virginia,4,Loudoun County
053,510225002980,0460,Cardinal Ridge Elementary,PK,05,Public school - Regular,Elementary,Centreville,20120,Membership,0530460,Northern Virginia,4,Loudoun County
053,510225000914,0710,Catoctin Elementary,PK,05,Public school - Regular,Elementary,Leesburg,20175,Membership,0530710,Northern Virginia,4,Loudoun County
053,510225001915,0840,Cedar Lane Elementary,PK,05,Public school - Regular,Elementary,Ashburn,20147,Membership,0530840,Northern Virginia,4,Loudoun County
053,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0539990,Northern Virginia,4,Loudoun County
053,510225002154,0160,Cool Spring Elementary,PK,05,Public school - Regular,Elementary,Leesburg,20175,Membership,0530160,Northern Virginia,4,Loudoun County
053,510225002413,0890,Countryside Elementary,PK,05,Public school - Regular,Elementary,Sterling,20165,Membership,0530890,Northern Virginia,4,Loudoun County
053,510225002773,0540,Creighton's Corner Elementary,PK,05,Public school - Regular,Elementary,Ashburn,20148,Membership,0530540,Northern Virginia,4,Loudoun County
053,510225002955,1000,Discovery Elementary,PK,05,Public school - Regular,Elementary,Ashburn,20147,Membership,0531000,Northern Virginia,4,Loudoun County
053,510225002411,0031,Dominion High,PK,12,Public school - Regular,High,Sterling,20164,Membership,0530031,Northern Virginia,4,Loudoun County
053,510225001632,0470,Dominion Trail Elementary,PK,05,Public school - Regular,Elementary,Ashburn,20147,Membership,0530470,Northern Virginia,4,Loudoun County
053,NA,1071,Douglass Community/Leesburg Elementary Annex,NA,NA,Annex to a public school,NA,Leesburg,20176,Non-Membership,0531071,Northern Virginia,4,Loudoun County
053,NA,9995,ELL Welcome Center,NA,NA,Public center - Division Defined,NA,Ashburn,20148,Non-Membership,0539995,Northern Virginia,4,Loudoun County
053,510225002282,0880,Eagle Ridge Middle,06,08,Public school - Regular,Middle,Ashburn,20148,Membership,0530880,Northern Virginia,4,Loudoun County
053,510225003091,1151,Elaine E. Thompson Elementary,PK,05,Public school - Regular,Elementary,Sterling,20166,Membership,0531151,Northern Virginia,4,Loudoun County
053,510225000917,0730,Emerick Elementary,PK,05,Public school - Regular,Elementary,Purcellville,20132,Membership,0530730,Northern Virginia,4,Loudoun County
053,510225001845,0190,Evergreen Mill Elementary,PK,05,Public school - Regular,Elementary,Leesburg,20175,Membership,0530190,Northern Virginia,4,Loudoun County
053,510225001131,0210,Farmwell Station Middle,06,08,Public school - Regular,Middle,Ashburn,20147,Membership,0530210,Northern Virginia,4,Loudoun County
053,510225002283,0970,Forest Grove Elementary,PK,05,Public school - Regular,Elementary,Sterling,20164,Membership,0530970,Northern Virginia,4,Loudoun County
053,510225002864,0530,Frederick Douglass Elementary,PK,05,Public school - Regular,Elementary,Leesburg,20175,Membership,0530530,Northern Virginia,4,Loudoun County
053,510225002447,0120,Freedom High,09,12,Public school - Regular,High,South Riding,20152,Membership,0530120,Northern Virginia,4,Loudoun County
053,510225003046,0371,Goshen Post Elementary,PK,05,Public school - Regular,Elementary,Aldie,20105,Membership,0530371,Northern Virginia,4,Loudoun County
053,510225000918,0720,Guilford Elementary,PK,05,Public school - Regular,Elementary,Sterling,20164,Membership,0530720,Northern Virginia,4,Loudoun County
