school_year,behavior_code,behavior,region_name,total_events
2021-2022,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Tidewater,12671
2021-2022,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Valley,2996
2021-2022,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Western Virginia,3875
2021-2022,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,NA,128
2021-2022,BSO4,Failure to be in ones assigned place ,Central Virginia,6429
2021-2022,BSO4,Failure to be in ones assigned place ,Northern Neck,3133
2021-2022,BSO4,Failure to be in ones assigned place ,Northern Virginia,8578
2021-2022,BSO4,Failure to be in ones assigned place ,Southside,611
2021-2022,BSO4,Failure to be in ones assigned place ,Southwest,678
2021-2022,BSO4,Failure to be in ones assigned place ,Tidewater,10872
2021-2022,BSO4,Failure to be in ones assigned place ,Valley,3720
2021-2022,BSO4,Failure to be in ones assigned place ,Western Virginia,2167
2021-2022,BSO4,Failure to be in ones assigned place ,NA,63
2021-2022,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Central Virginia,264
2021-2022,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Northern Neck,123
2021-2022,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Northern Virginia,978
2021-2022,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Southside,11
2021-2022,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Southwest,18
2021-2022,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Tidewater,423
2021-2022,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Valley,143
2021-2022,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Western Virginia,352
2021-2022,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",NA,2
2021-2022,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Central Virginia,58
2021-2022,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Northern Neck,7
2021-2022,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Northern Virginia,48
2021-2022,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Southside,2
2021-2022,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Southwest,1
2021-2022,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Tidewater,39
2021-2022,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Valley,6
2021-2022,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Western Virginia,7
2021-2022,BSO7,Dress Code Violation,Central Virginia,170
2021-2022,BSO7,Dress Code Violation,Northern Neck,135
2021-2022,BSO7,Dress Code Violation,Northern Virginia,234
2021-2022,BSO7,Dress Code Violation,Southside,170
2021-2022,BSO7,Dress Code Violation,Southwest,37
2021-2022,BSO7,Dress Code Violation,Tidewater,416
2021-2022,BSO7,Dress Code Violation,Valley,161
2021-2022,BSO7,Dress Code Violation,Western Virginia,289
2021-2022,BSO7,Dress Code Violation,NA,24
2021-2022,BSO8,Gambling (games of chance for money or profit),Northern Neck,2
2021-2022,BSO8,Gambling (games of chance for money or profit),Southwest,15
2021-2022,BSO8,Gambling (games of chance for money or profit),Tidewater,2
2021-2022,BSO8,Gambling (games of chance for money or profit),Valley,1
2021-2022,BSO8,Gambling (games of chance for money or profit),Western Virginia,3
2021-2022,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Central Virginia,278
2021-2022,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Northern Neck,90
2021-2022,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Northern Virginia,224
2021-2022,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Southside,120
2021-2022,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Southwest,91
2021-2022,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Tidewater,609
2021-2022,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Valley,171
2021-2022,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Western Virginia,171
2021-2022,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",NA,6
2021-2022,PD1,Homicide - Firearm,Tidewater,1
2021-2022,PD10,Aggravated Sexual Battery on a Student,Central Virginia,1
2021-2022,PD10,Aggravated Sexual Battery on a Student,Northern Virginia,3
2021-2022,PD10,Aggravated Sexual Battery on a Student,Tidewater,1
2021-2022,PD10,Aggravated Sexual Battery on a Student,Valley,1
2021-2022,PD11,Illegal Possession of Handgun,Central Virginia,26
2021-2022,PD11,Illegal Possession of Handgun,Northern Neck,3
2021-2022,PD11,Illegal Possession of Handgun,Northern Virginia,11
2021-2022,PD11,Illegal Possession of Handgun,Southside,4
2021-2022,PD11,Illegal Possession of Handgun,Tidewater,13
2021-2022,PD11,Illegal Possession of Handgun,Valley,5
2021-2022,PD11,Illegal Possession of Handgun,Western Virginia,3
2021-2022,PD12,Illegal Possession of Rifle or Shotgun,Southwest,1
2021-2022,PD12,Illegal Possession of Rifle or Shotgun,Valley,1
2021-2022,PD13,Illegal Possession of Any Other Projectile Weapon,Central Virginia,7
2021-2022,PD13,Illegal Possession of Any Other Projectile Weapon,Northern Virginia,15
2021-2022,PD13,Illegal Possession of Any Other Projectile Weapon,Southside,2
2021-2022,PD13,Illegal Possession of Any Other Projectile Weapon,Southwest,7
2021-2022,PD13,Illegal Possession of Any Other Projectile Weapon,Tidewater,7
2021-2022,PD13,Illegal Possession of Any Other Projectile Weapon,Valley,2
2021-2022,PD13,Illegal Possession of Any Other Projectile Weapon,Western Virginia,4
2021-2022,PD15,Illegal Possession of Other Firearms,Central Virginia,4
2021-2022,PD15,Illegal Possession of Other Firearms,Northern Virginia,2
2021-2022,PD15,Illegal Possession of Other Firearms,Valley,1
2021-2022,PD15,Illegal Possession of Other Firearms,Western Virginia,3
2021-2022,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Central Virginia,29
2021-2022,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Northern Neck,2
2021-2022,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Northern Virginia,96
2021-2022,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Southside,4
2021-2022,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Southwest,6
2021-2022,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Tidewater,55
2021-2022,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Valley,4
2021-2022,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Western Virginia,1
2021-2022,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,NA,2
2021-2022,PD3,Sexual Assault,Northern Neck,1
2021-2022,PD3,Sexual Assault,Northern Virginia,6
2021-2022,PD3,Sexual Assault,Southside,2
2021-2022,PD3,Sexual Assault,Southwest,1
2021-2022,PD3,Sexual Assault,Tidewater,3
2021-2022,PD3,Sexual Assault,Valley,1
2021-2022,PD3,Sexual Assault,Western Virginia,1
2021-2022,PD4,Attempted Sexual Assault,Northern Virginia,2
2021-2022,PD6,Assault with Firearm or Weapon,Northern Virginia,12
2021-2022,PD6,Assault with Firearm or Weapon,Tidewater,6
2021-2022,PD6,Assault with Firearm or Weapon,Valley,3
2021-2022,PD6,Assault with Firearm or Weapon,Western Virginia,2
2021-2022,PD7,Actual or Attempted Robbery,Northern Virginia,5
2021-2022,PD7,Actual or Attempted Robbery,Tidewater,2
2021-2022,PD8,Kidnapping/Abduction,Northern Virginia,1
2021-2022,PD9,Malicious Wounding without a Weapon,Central Virginia,1
2021-2022,PD9,Malicious Wounding without a Weapon,Southwest,1
2021-2022,PD9,Malicious Wounding without a Weapon,Tidewater,1
2021-2022,PD9,Malicious Wounding without a Weapon,NA,1
2021-2022,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Central Virginia,245
2021-2022,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Northern Neck,159
2021-2022,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Northern Virginia,511
2021-2022,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Southside,77
2021-2022,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Southwest,190
2021-2022,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Tidewater,414
2021-2022,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Valley,177
2021-2022,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Western Virginia,163
2021-2022,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),NA,6
2021-2022,RB10,Failure to respond to questions or requests by staff,Central Virginia,2030
2021-2022,RB10,Failure to respond to questions or requests by staff,Northern Neck,1598
2021-2022,RB10,Failure to respond to questions or requests by staff,Northern Virginia,3234
2021-2022,RB10,Failure to respond to questions or requests by staff,Southside,960
2021-2022,RB10,Failure to respond to questions or requests by staff,Southwest,696
2021-2022,RB10,Failure to respond to questions or requests by staff,Tidewater,5097
2021-2022,RB10,Failure to respond to questions or requests by staff,Valley,2402
2021-2022,RB10,Failure to respond to questions or requests by staff,Western Virginia,1319
2021-2022,RB10,Failure to respond to questions or requests by staff,NA,80
2021-2022,RB11,Unwanted or inappropriate physical contact,Central Virginia,1849
2021-2022,RB11,Unwanted or inappropriate physical contact,Northern Neck,969
2021-2022,RB11,Unwanted or inappropriate physical contact,Northern Virginia,3712
2021-2022,RB11,Unwanted or inappropriate physical contact,Southside,277
2021-2022,RB11,Unwanted or inappropriate physical contact,Southwest,477
2021-2022,RB11,Unwanted or inappropriate physical contact,Tidewater,3253
2021-2022,RB11,Unwanted or inappropriate physical contact,Valley,769
2021-2022,RB11,Unwanted or inappropriate physical contact,Western Virginia,911
2021-2022,RB11,Unwanted or inappropriate physical contact,NA,40
2021-2022,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Central Virginia,66
2021-2022,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Northern Neck,37
2021-2022,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Northern Virginia,90
2021-2022,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Southside,16
2021-2022,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Southwest,36
2021-2022,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Tidewater,92
2021-2022,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Valley,40
2021-2022,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Western Virginia,33
2021-2022,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),NA,2
2021-2022,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Central Virginia,258
2021-2022,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Northern Neck,118
2021-2022,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Northern Virginia,312
2021-2022,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Southside,39
2021-2022,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Southwest,70
2021-2022,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Tidewater,411
2021-2022,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Valley,155
2021-2022,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Western Virginia,122
2021-2022,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",NA,3
2021-2022,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Central Virginia,266
2021-2022,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Northern Neck,137
2021-2022,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Northern Virginia,562
2021-2022,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Southside,47
2021-2022,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Southwest,85
2021-2022,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Tidewater,382
2021-2022,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Valley,218
2021-2022,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Western Virginia,113
2021-2022,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",NA,9
2021-2022,RB5,Stealing money or property without physical force,Central Virginia,312
2021-2022,RB5,Stealing money or property without physical force,Northern Neck,138
2021-2022,RB5,Stealing money or property without physical force,Northern Virginia,387
2021-2022,RB5,Stealing money or property without physical force,Southside,73
2021-2022,RB5,Stealing money or property without physical force,Southwest,65
2021-2022,RB5,Stealing money or property without physical force,Tidewater,474
2021-2022,RB5,Stealing money or property without physical force,Valley,210
2021-2022,RB5,Stealing money or property without physical force,Western Virginia,139
2021-2022,RB5,Stealing money or property without physical force,NA,6
2021-2022,RB6,"Speaking to another in an uncivil, discourteous manner",Central Virginia,1577
2021-2022,RB6,"Speaking to another in an uncivil, discourteous manner",Northern Neck,1037
2021-2022,RB6,"Speaking to another in an uncivil, discourteous manner",Northern Virginia,3838
2021-2022,RB6,"Speaking to another in an uncivil, discourteous manner",Southside,526
2021-2022,RB6,"Speaking to another in an uncivil, discourteous manner",Southwest,688
2021-2022,RB6,"Speaking to another in an uncivil, discourteous manner",Tidewater,4212
2021-2022,RB6,"Speaking to another in an uncivil, discourteous manner",Valley,1711
2021-2022,RB6,"Speaking to another in an uncivil, discourteous manner",Western Virginia,1227
2021-2022,RB6,"Speaking to another in an uncivil, discourteous manner",NA,22
2021-2022,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Central Virginia,1033
2021-2022,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Northern Neck,445
2021-2022,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Northern Virginia,1233
2021-2022,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Southside,196
2021-2022,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Southwest,233
2021-2022,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Tidewater,1680
2021-2022,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Valley,476
2021-2022,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Western Virginia,630
2021-2022,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",NA,11
2021-2022,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Central Virginia,3189
2021-2022,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Northern Neck,1858
2021-2022,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Northern Virginia,4579
2021-2022,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Southside,1070
2021-2022,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Southwest,1126
2021-2022,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Tidewater,4579
2021-2022,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Valley,2448
2021-2022,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Western Virginia,1966
2021-2022,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",NA,104
2021-2022,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Central Virginia,345
2021-2022,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Northern Neck,155
2021-2022,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Northern Virginia,909
2021-2022,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Southside,67
2021-2022,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Southwest,135
2021-2022,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Tidewater,369
2021-2022,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Valley,259
2021-2022,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Western Virginia,199
2021-2022,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",NA,4
2022-2023,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Central Virginia,6017
2022-2023,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Northern Neck,4534
2022-2023,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Northern Virginia,12508
2022-2023,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Southside,2268
2022-2023,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Southwest,2151
2022-2023,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Tidewater,14798
2022-2023,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Valley,7411
2022-2023,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Western Virginia,6199
2022-2023,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",NA,605
2022-2023,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Central Virginia,989
2022-2023,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Northern Neck,579
2022-2023,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Northern Virginia,2465
2022-2023,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Southside,101
2022-2023,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Southwest,274
2022-2023,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Tidewater,2468
2022-2023,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Valley,784
2022-2023,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Western Virginia,375
2022-2023,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",NA,23
2022-2023,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",Central Virginia,582
2022-2023,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",Northern Neck,342
2022-2023,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",Northern Virginia,1420
2022-2023,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",Southside,91
2022-2023,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",Southwest,71
2022-2023,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",Tidewater,551
2022-2023,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",Valley,292
2022-2023,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",Western Virginia,131
2022-2023,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",NA,7
2022-2023,BAP4,Unexcused tardiness to class,Central Virginia,1580
2022-2023,BAP4,Unexcused tardiness to class,Northern Neck,3007
2022-2023,BAP4,Unexcused tardiness to class,Northern Virginia,16482
2022-2023,BAP4,Unexcused tardiness to class,Southside,560
2022-2023,BAP4,Unexcused tardiness to class,Southwest,313
2022-2023,BAP4,Unexcused tardiness to class,Tidewater,5330
2022-2023,BAP4,Unexcused tardiness to class,Valley,1895
2022-2023,BAP4,Unexcused tardiness to class,Western Virginia,1335
2022-2023,BAP4,Unexcused tardiness to class,NA,4
2022-2023,BAP5,Unexcused tardiness to school,Central Virginia,361
2022-2023,BAP5,Unexcused tardiness to school,Northern Neck,2120
2022-2023,BAP5,Unexcused tardiness to school,Northern Virginia,3677
2022-2023,BAP5,Unexcused tardiness to school,Southside,10
2022-2023,BAP5,Unexcused tardiness to school,Southwest,273
2022-2023,BAP5,Unexcused tardiness to school,Tidewater,1089
2022-2023,BAP5,Unexcused tardiness to school,Valley,1062
2022-2023,BAP5,Unexcused tardiness to school,Western Virginia,2193
2022-2023,BAP5,Unexcused tardiness to school,NA,1
2022-2023,BESO1,Assault: Intending to cause physical injury to another person,Central Virginia,943
2022-2023,BESO1,Assault: Intending to cause physical injury to another person,Northern Neck,432
2022-2023,BESO1,Assault: Intending to cause physical injury to another person,Northern Virginia,1660
2022-2023,BESO1,Assault: Intending to cause physical injury to another person,Southside,184
2022-2023,BESO1,Assault: Intending to cause physical injury to another person,Southwest,113
2022-2023,BESO1,Assault: Intending to cause physical injury to another person,Tidewater,1008
2022-2023,BESO1,Assault: Intending to cause physical injury to another person,Valley,562
2022-2023,BESO1,Assault: Intending to cause physical injury to another person,Western Virginia,318
2022-2023,BESO1,Assault: Intending to cause physical injury to another person,NA,108
2022-2023,BESO10,Gang-Related Behavior: Engaging in threatening or dangerous behavior that is gang-related as defined in §18.2-46.1,Central Virginia,13
2022-2023,BESO10,Gang-Related Behavior: Engaging in threatening or dangerous behavior that is gang-related as defined in §18.2-46.1,Northern Neck,7
2022-2023,BESO10,Gang-Related Behavior: Engaging in threatening or dangerous behavior that is gang-related as defined in §18.2-46.1,Northern Virginia,28
2022-2023,BESO10,Gang-Related Behavior: Engaging in threatening or dangerous behavior that is gang-related as defined in §18.2-46.1,Southside,3
2022-2023,BESO10,Gang-Related Behavior: Engaging in threatening or dangerous behavior that is gang-related as defined in §18.2-46.1,Tidewater,11
2022-2023,BESO10,Gang-Related Behavior: Engaging in threatening or dangerous behavior that is gang-related as defined in §18.2-46.1,Valley,25
2022-2023,BESO10,Gang-Related Behavior: Engaging in threatening or dangerous behavior that is gang-related as defined in §18.2-46.1,Western Virginia,17
2022-2023,BESO11,Hazing as defined in §18.2-56 and noted in § 22.1-279.6.,Northern Virginia,2
2022-2023,BESO11,Hazing as defined in §18.2-56 and noted in § 22.1-279.6.,Southwest,1
2022-2023,BESO11,Hazing as defined in §18.2-56 and noted in § 22.1-279.6.,Tidewater,6
2022-2023,BESO11,Hazing as defined in §18.2-56 and noted in § 22.1-279.6.,Valley,2
2022-2023,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",Central Virginia,654
2022-2023,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",Northern Neck,249
2022-2023,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",Northern Virginia,813
2022-2023,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",Southside,86
2022-2023,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",Southwest,76
2022-2023,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",Tidewater,927
2022-2023,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",Valley,337
2022-2023,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",Western Virginia,235
2022-2023,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",NA,72
2022-2023,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",Central Virginia,1300
2022-2023,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",Northern Neck,691
2022-2023,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",Northern Virginia,2033
2022-2023,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",Southside,197
2022-2023,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",Southwest,312
2022-2023,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",Tidewater,3306
2022-2023,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",Valley,674
2022-2023,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",Western Virginia,598
2022-2023,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",NA,48
2022-2023,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",Central Virginia,111
2022-2023,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",Northern Neck,83
2022-2023,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",Northern Virginia,187
2022-2023,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",Southside,20
2022-2023,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",Southwest,23
2022-2023,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",Tidewater,181
2022-2023,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",Valley,55
2022-2023,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",Western Virginia,56
2022-2023,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",NA,4
